company,locationid,plant,iso3,lon,lat,plant.id
ARIZONA PUBLIC SERVICE CO,,DOUGLAS,USA,-109.5556,31.3467,70370
UNIVERSITY OF ARIZONA,14563,BIOSPHERE 2 CENTER,USA,-110.8506,32.5786,4688
UKIAH MUNI ELECTRIC SYST,45555,LAKE MENDOCINO,USA,-123.2006,39.1486,51306
DTE ENERGY CO,34573,WOODLAND BIOMASS POWER LTD,USA,-121.7371,38.6905,50081
NO CALIF POWER AGENCY,27943,GEOTHERMAL 2,USA,-122.7116,38.7481,30695
WF-SE-1 SOLAR STATUTORY TRUST,,WOODLAND (WALGREENS),USA,-121.71,38.6769,72767
MARUBENI CORP,19915,FAIRHAVEN POWER,USA,-124.2028,40.7995,13042
GREENLEAF POWER LLC,29465,PACIFIC LUMBER,USA,-124.1014,40.4728,40271
GEYSERS POWER CO LLC,,AIDLIN GEOTHERMAL POWER PLANT,USA,-122.881,38.8339,71855
CALPINE CORP,29381,GEYSERS UNIT 5-20,USA,-122.7448,38.7771,15010
PG&E CORP,29421,POTTER VALLEY,USA,-123.0925,39.3853,35545
US RENEWABLES GROUP,15329,BOTTLE ROCK POWER,USA,-122.7677,38.8348,53057
MINNESOTA METHANE LLC,,MM YOLO POWER LLC FACILITY,USA,-121.7642,38.6794,71970
GEYSERS POWER CO LLC,,BEAR CANYON POWER PLANT,USA,-122.6954,38.7628,71468
PACIFIC GAS & ELECTRIC CO,,MOBILE GT,USA,-124.1636729,40.8020712,71053
GEYSERS POWER CO LLC,,CALISTOGA POWER PLANT,USA,-122.7456,38.79,71586
YOLO COUNTY FLOOD CONTROL WCD,,INDIAN VALLEY DAM HYDRO PROJECT,USA,-122.8917,39.1417,71603
NORTHERN CALIFORNIA POWER AGNY,,GEOTHERMAL 1,USA,-122.7195,38.752,71158
NORTHBROOK ENERGY LLC,33820,KEKAWAKA POWER HOUSE,USA,-123.1261,39.0322,21714
CALPINE CORP,31880,SONOMA CALIFORNIA GEOTHERMAL,USA,-122.7559,38.7903,42395
SOLANO IRRIGATION DIST,32916,MONTICELLO (7646),USA,-121.9708017,38.5249065,29271
SIERRA PACIFIC INDUSTRIES INC,58979,SIERRA PACIFIC BURNEY FACILITY,USA,-122.3293,40.4728,60729
PG&E CORP,29438,TOADTOWN,USA,-121.5827,39.8153,45599
SOUTH FEATHER WTR AND PWR,29171,WOODLEAF,USA,-121.5531,39.2036,50087
PG&E CORP,29370,COLEMAN,USA,-122.1219,40.4046,9034
REDDING ELECTRIC UTILITY,31218,WHISKEYTOWN,USA,-122.3989,40.5617,49543
HUMBOLDT BAY MUN WATER DIST,,GOSSELIN HYDRO PLANT,USA,-123.4347,40.37,71382
PG&E CORP,29416,PIT 6,USA,-121.9923,40.9223,34791
BERKSHIRE HATHAWAY,29516,IRON GATE,USA,-122.435,41.9344,19572
CALPINE CORP,38107,SUTTER ENERGY CENTER,USA,-121.6939,39.0531,43890
US DEPT OF THE INTERIOR,35670,SHASTA,USA,-122.4212,40.7151,40916
WELLHEAD ELECTRIC CO INC,33723,YUBA CITY ENERGY CENTER,USA,-121.6387,39.1392,72252
MALACHA/AT&T/CONSTELLATION,17414,MUCK VALLEY HYDROELECTRIC,USA,-121.4969,40.9911,26745
SILICON VALLEY POWER,32083,BLACK BUTTE,USA,-122.1881,39.7508,4830
YUBA COUNTY WATER AGENCY,37578,NARROWS 2,USA,-121.2047,39.3728,31000
MEGA RENEWABLES,,BIDWELL DITCH PROJECT,USA,-121.4481,40.8014,71570
SONOMA COUNTY WATER AGNCY,32951,WARM SPRINGS HYDRO PROJECT,USA,-122.0081,38.7228,48927
CALPINE CORP,15382,GREENLEAF 2 POWER PLANT,USA,-121.6397,39.1365,15864
PG&E CORP,29383,HAT CREEK 1,USA,-121.6558,40.8914,17093
ENEL SPA,32759,MONTGOMERY CREEK HYDRO,USA,-121.9569,40.8494,29260
CALIFORNIA POWER HOLDINGS LLC,,RED BLUFF,USA,-122.2014,40.1519,72370
ITOCHU CORP,18267,BURNEY FOREST PRODUCTS,USA,-121.7023,40.8751,6341
PG&E CORP,29417,PIT 7,USA,-121.9906,40.8481,34790
PG&E CORP,29390,JAMES B BLACK,USA,-121.9751,40.9923,20151
ENPOWER CORP,35313,WADHAM ENERGY LP,USA,-122.1113,39.1019,48667
PG&E CORP,29440,VOLTA 2,USA,-121.8665,40.4595,48530
YUBA CITY COGEN PARTNERS LP,,YUBA CITY COGEN PARTNERS,USA,-121.6403,39.1417,71863
PG&E CORP,29420,PIT 5,USA,-121.8693,40.9932,34787
PG&E CORP,29364,CENTERVILLE (224),USA,-121.6574,39.7888,7600
ENEL SPA,17441,SLATE CREEK,USA,-122.3589,41.0031,41982
NICK KING,,G2 ENERGY OSTROM ROAD LLC,USA,-121.3992,39.0728,72834
MEGA RENEWABLES,,HATCHET CREEK PROJECT,USA,-121.9222,40.875,71571
US DEPT OF THE INTERIOR,35669,SPRING CREEK,USA,-122.4675,40.6281,42723
PACIFIC GAS & ELECTRIC CO,,KILARC,USA,-121.9128,40.6292,70384
H&M ENGINEERING INC,21639,FORKS OF BUTTE HYDRO PROJECT,USA,-121.625,39.875,13748
CHI-WEST INC,,BEAR CREEK (50156),USA,-121.8547,40.5219,71611
COVANTA HOLDING CORP,28041,BURNEY MOUNTAIN POWER,USA,-121.6401,40.9094,6343
PACIFIC GAS & ELECTRIC CO,,COW CREEK,USA,-122.0209,40.5708,70382
CALIFORNIA RESOURCES AGENCY,15336,THERMALITO DIVERSON DAM,USA,-121.5464,39.5286,45238
BERKSHIRE HATHAWAY,29500,COPCO 1,USA,-122.3342,41.9789,9308
IDA-WEST ENERGY CO,,LOST CREEK I,USA,-121.505,40.8128,71523
PG&E CORP,29393,INSKIP,USA,-121.8383,40.4278,19439
BERKSHIRE HATHAWAY,29501,COPCO 2,USA,-122.3569,41.9753,9309
PG&E CORP,29418,PIT 1,USA,-121.4645,41.0125,34789
SILICON VALLEY POWER,32087,STONY GORGE,USA,-122.5078,39.4325,43358
US DEPT OF THE INTERIOR,35672,TRINITY,USA,-122.7617,40.8011,46322
PG&E CORP,29424,POE,USA,-121.4699,39.7229,35041
PG&E CORP,29375,DE SABLA,USA,-121.5978,39.8336,10609
INDEPENDENT HYDRO DEVELOP,22979,ROARING CREEK WATER POWER,USA,-121.9486,40.8819,37652
CALPINE CORP-YUBA CITY,,GREENLEAF 1 POWER PLANT,USA,-121.6963,39.0519,71430
US DEPT OF THE INTERIOR,35648,JUDGE F CARR,USA,-122.6269,40.6469,20607
BERKSHIRE HATHAWAY,29505,FALL CREEK,USA,-122.3592,41.9856,13089
SOUTH FEATHER WTR AND PWR,29169,KELLY RIDGE,USA,-121.4854,39.5366,21735
IDACORP INC,22122,COVE HYDROELECTRIC,USA,-121.9517,40.9017,9560
SIERRA PACIFIC INDUSTRIES INC,32653,SIERRA PACIFIC ANDERSON FACILITY,USA,-122.3206,40.4731,1489
SYNERGICS INC,34075,OLSEN,USA,-121.8908,40.1694,32495
GEYSERS POWER CO LLC,,WEST FORD FLAT POWER PLANT,USA,-122.7217,39.7879,71402
IDACORP INC,22119,PONDEROSA BAILEY CREEK,USA,-121.8353,40.4444,35169
PG&E CORP,29384,HAT CREEK 2,USA,-121.6558,40.8914,17094
YUBA COUNTY WATER AGENCY,37577,COLGATE,USA,-121.1888,39.331,30963
PG&E CORP,29415,PIT 3,USA,-121.6747,41.0218,34792
REDDING ELECTRIC UTILITY,31217,REDDING POWER,USA,-122.4253,40.5083,36915
AMEDEE GETHRM VENTURE I LP,,AMEDEE GEOTHERMAL VENTURE I,USA,-121.4997,40.3397,71790
NELSON CREEK POWER INC,,NELSON CREEK,USA,-121.8911,41.0289,71626
IDA-WEST ENERGY CO,,BURNEY CREEK,USA,-121.5589,40.8528,71522
CALPINE CORP,53795,FEATHER RIVER ENERGY CENTER,USA,-121.6169108,39.1404477,13217
MOTHERS ENERGY INC,26898,THREE FORKS WATER POWER PROJECT,USA,-123.5083,40.22,45315
PG&E CORP,29419,PIT 4,USA,-121.7694,40.9881,34788
US DEPT OF THE INTERIOR,35650,KESWICK,USA,-122.4456,40.6116,21896
WASTE MANAGEMENT INC,36880,WHEELABRATOR SHASTA,USA,-122.2697,40.4361,49528
PG&E CORP,29434,SOUTH,USA,-122.2117,40.1383,42475
THE RIDGEWOOD COMPANIES,34065,BOX CANYON (50179),USA,-122.3292,41.2792,5474
PG&E CORP,29442,VOLTA 1,USA,-121.8665,40.4596,48529
WASTE MANAGEMENT INC,32709,WHEELABRATOR LASSEN,USA,-122.2704,40.4352,49518
SACRAMENTO MUNI UTILITY DIST,49184,COSUMNES,USA,-121.1217,38.3461,9499
PG&E CORP,29441,WEST POINT (291),USA,-120.5492,38.421,49372
US DEPT OF THE INTERIOR,35658,NEW MELONES,USA,-120.5243,37.9492,30997
PG&E CORP,29354,ANGELS,USA,-120.5396457,38.0682554,1548
NO CALIF POWER AGENCY,27938,COLLIERVILLE POWERHOUSE,USA,-120.3795,38.1451,9064
MODESTO IRRIGATION DIST,25316,NEW HOGAN POWER PLANT,USA,-120.8522,38.1514,30981
UTICA POWER AUTHORITY,,MURPHYS,USA,-120.4508,38.15,70385
US DEPT OF THE INTERIOR,35629,FOLSOM,USA,-121.1586,38.7068,13657
PG&E CORP,29436,TIGER CREEK,USA,-120.5051,38.4414,45429
PG&E CORP,29380,ELECTRA,USA,-120.549,38.421,12242
OAKDALE/S SAN JOAQUIN IRRIG,48685,TULLOCH,USA,-120.6049,37.8761,46560
SACRAMENTO MUNI UTILITY DIST,49184,SOLAR,USA,-121.1775,38.2989,70422
IBERDROLA RENEWABLES INC,,SHILOH I WIND PROJECT,USA,-121.6967,38.1503,72458
PG&E CORP,29426,SALT SPRINGS,USA,-120.5367,38.4564,38909
SACRAMENTO CNTY DEPT OF WASTE,41312,KIEFER LANDFILL,USA,-121.1944,38.5136,22057
EAST BAY MUNICIPAL UTIL DIST,,PARDEE,USA,-120.8507,38.2569,70398
US DEPT OF THE INTERIOR,35659,NIMBUS,USA,-121.1586,38.6761,31252
PG&E CORP,29385,HALSEY,USA,-121.0767,38.9111,16643
PG&E CORP,29378,DRUM 2,USA,-120.767,39.2568,11351
SACRAMENTO MUNICIPAL UTIL DIST,,WHITE ROCK/SLAB CREEK,USA,-120.798546,38.7296252,70406
OROVILLE COGENERATION LP,,OROVILLE COGENERATION LP,USA,-121.5817,39.5125,71952
PACIFIC GAS & ELECTRIC CO,,ALTA POWERHOUSE,USA,-120.8035,39.216,70381
ENEL SPA,32765,ROCK CREEK LP,USA,-120.5903,38.7903,37731
SOUTH SUTTER WATER DIST,33072,CAMP FAR WEST,USA,-121.2930079,38.891565,6823
PACIFIC GAS & ELECTRIC CO,,WISE,USA,-121.0767,38.9111,70388
PLACER COUNTY WATER AGCY,30261,OXBOW (426),USA,-120.7465,39.0032,33194
SACRAMENTO MUNICIPAL UTIL DIST,,LOON LAKE,USA,-120.5299248,38.7601814,70404
EXELON CORP,17493,RIO BRAVO ROCKLIN,USA,-121.3134,38.8316,37412
PG&E CORP,29359,BUTT VALLEY,USA,-121.1449,40.1151,6438
NEVADA IRRIGATION DIST (CA),27365,CHICAGO PARK,USA,-120.8897,39.1778,8301
AT&T CREDIT CORP,,HL POWER,USA,-120.2644,40.3682,71539
SIERRA PACIFIC POWER CO,,KINGS BEACH,USA,-121.2206,38.7167,71098
PG&E CORP,29363,CHILI BAR,USA,-120.8129,38.7719,8356
SACRAMENTO MUNI UTILITY DIST,31870,JAYBIRD,USA,-120.6749302,38.7382366,20149
PG&E CORP,29372,DEER CREEK (233),USA,-120.8441,39.2982,10431
EL DORADO IRRIGATION DIST,29379,EL DORADO,USA,-120.6181,38.7936,12059
COVANTA HOLDING CORP,28045,MT LASSEN POWER,USA,-121.0178,40.2969,29664
PG&E CORP,29431,SPAULDING 1,USA,-120.6421,39.3295,42649
PLACER COUNTY WATER AGCY,30260,MIDDLE FORK,USA,-120.4092,39.0575,28327
NEVADA IRRIGATION DIST (CA),17375,COMBIE SOUTH,USA,-121.0584,39.0098,9144
SACRAMENTO MUNI UTILITY DIST,31868,CAMINO,USA,-120.6749302,38.7382366,6813
NO CALIF POWER AGENCY,27944,ROSEVILLE,USA,-121.3238,38.8106,37986
PG&E CORP,29430,SPAULDING 2,USA,-120.643,39.3265,42651
CALIFORNIA RESOURCES AGENCY,15331,EDWARD C HYATT,USA,-121.4794,39.5353,11853
COVANTA HOLDING CORP,29343,PACIFIC OROVILLE POWER INC,USA,-121.5658,39.4808,33286
PG&E CORP,29377,DRUM 1,USA,-120.767,39.2568,11350
ROSEVILLE ELECTRIC DEPT,51987,ROSEVILLE ENERGY PARK,USA,-121.3823,38.7926,37987
PG&E CORP,29411,OAK FLAT,USA,-121.0597,39.9322,32002
SACRAMENTO MUNICIPAL UTIL DIST,,UNION VALLEY,USA,-120.5299248,38.7601814,71116
NEVADA IRRIGATION DISTRICT,,ROLLINS,USA,-120.9519,39.1336,70358
SOUTH FEATHER WTR AND PWR,29170,SLY CREEK,USA,-121.1194,39.5803,42029
SIERRA PACIFIC INDUSTRIES INC,32650,SIERRA PACIFIC LINCOLN FACILITY,USA,-121.3097,38.9032,25294
PG&E CORP,29433,SPAULDING 3,USA,-120.6342,39.3224,42650
SOUTH FEATHER WTR AND PWR,29168,FORBESTOWN,USA,-121.2786,39.5509,13712
PG&E CORP,29425,ROCK CREEK,USA,-120.7283,38.9388,37727
US DEPT OF THE INTERIOR,35671,STAMPEDE,USA,-121.2206,38.7167,43038
PG&E CORP,29360,BUCKS CREEK,USA,-121.2831,39.9049,6103
COLLINS COMPANIES,17034,COLLINS PINE PROJECT,USA,-121.2436,40.3025,9066
NEVADA IRRIGATION DISTRICT,,SCOTT FLAT,USA,-120.9305,39.2723,70491
SACRAMENTO MUNICIPAL UTIL DIST,,JONES FORK,USA,-120.5299248,38.7601814,70424
NEVADA IRRIGATION DIST (CA),27364,BOWMAN,USA,-120.6522,39.4481,5469
PG&E CORP,29362,CARIBOU 2,USA,-121.0915,40.1742,7125
PG&E CORP,29361,CARIBOU 1,USA,-121.1598,40.0754,7124
PG&E CORP,29409,NARROWS (262),USA,-121.0431,39.2117,30502
PG&E CORP,29365,CRESTA,USA,-121.3729,39.8763,9658
CALIFORNIA RESOURCES AGENCY,15335,THERMALITO,USA,-121.63,39.5147,45237
NEVADA IRRIGATION DISTRICT,,DUTCH FLAT 2,USA,-120.8332,39.2235,70401
SIERRA PACIFIC INDUSTRIES INC,32652,SIERRA PACIFIC QUINCY FACILITY,USA,-120.9095,39.9402,36307
PLACER COUNTY WATER AGCY,30262,RALSTON,USA,-120.7248,39.001,36511
PG&E CORP,29400,LIME SADDLE,USA,-121.5435,39.5283,25270
PLACER COUNTY WATER AGCY,30258,FRENCH MEADOWS,USA,-120.4091,39.0579,14098
PG&E CORP,29373,DUTCH FLAT,USA,-120.8355,39.2158,11548
PG&E CORP,29358,BELDEN,USA,-121.2843,39.9866,3880
SILICON VALLEY POWER,32084,GRIZZLY,USA,-120.9133,39.9364,15962
SACRAMENTO MUNICIPAL UTIL DIST,,ROBBS PEAK,USA,-121.2208,38.7169,70405
YUBA COUNTY WATER AGENCY,37575,DEADWOOD CREEK,USA,-121.1664,39.5297,51290
PG&E CORP,29387,HAMILTON BRANCH,USA,-121.1256,40.2697,16709
NORTHBROOK ENERGY LLC,33819,KANAKA,USA,-121.4858,39.5326,21080
PG&E CORP,29408,NEWCASTLE,USA,-121.195,38.8867,31036
NORTHBROOK HYDRO LLC,,HAYPRESS,USA,-120.5758,39.55,71414
SACRAMENTA POWER AUTHORITY,,SPA COGEN 3,USA,-121.4735,38.511,71200
SACAMENTO CO-GENERATION AUTH,,SCA COGEN 2,USA,-121.399,38.5306,71199
SACRAMENTO MUNI UTILITY DIST,31873,MCCLELLAN (535),USA,-121.4943996,38.5815719,27725
SACRAMENTO MUNI UTILITY DIST,31877,CARSON ICE-GEN PROJECT,USA,-121.4614,38.4461,7234
COUNTY OF SONOMA DEPT OF TRNSP,,SONOMA CENTRAL LANDFILL PHASE II,USA,-122.7489,38.3017,72230
COUNTY OF SONOMA DEPT OF TRNSP,,SONOMA CENTRAL LANDFILL PHASE I,USA,-122.7489,38.3017,72229
COUNTY OF SONOMA DEPT OF TRNSP,,SONOMA CENTRAL LANDFILL PHASE III,USA,-122.7489,38.3017,72263
SUNE U6 HOLDINGS LLC,,VACAVILLE (MARIANI PACKING),USA,-121.95,38.4025,72766
CHEVRON CORP,55460,RICHMOND COGEN,USA,-122.3909,37.9418,37271
CHEVRON BUSINESS & REAL ESTATE SERVICES,,CONCORD COGEN,USA,-122.0310733,37.9779777,71825
ROYAL DUTCH SHELL PLC,32545,MARTINEZ REFINING,USA,-122.1117,38.0169,27391
RHODIA INC,,MARTINEZ SULFURIC ACID REGENERATION PLT,USA,-122.1139,38.0314,71817
FOSTER WHEELER AG,20479,FOSTER WHEELER MARTINEZ,USA,-122.0589,38.0244,13892
GENON ENERGY INC,29414,PITTSBURG POWER,USA,-121.894,38.0392,34815
CALPINE PITTSBURG LLC,,PITTSBURG POWER PLANT,USA,-121.85,38.0261,71866
CALPEAK POWER LLC,,CALPEAK POWER VACA DIXON PEAKER PLANT,USA,-121.9239,38.3989,72165
NOVE INVESTMENTS I LLC,,NOVE POWER PLANT,USA,-122.3822,37.9675,71761
GAS RECOVERY SYSTEMS INC,,AMERICAN CANYON POWER PLANT,USA,-122.2439,38.1419,71446
CONOCOPHILLIPS CO,64870,PHILLIPS 66 CARBON PLANT,USA,-122.2669138,38.0329771,71665
CONOCOPHILLIPS CO,,CONOCOPHILLIPS RODEO REFINERY,USA,-122.2583,38.0417,71601
"GWF POWER SYSTEMS, L.P.",,LOVERIDGE ROAD POWER PLANT,USA,-121.8581,38.0128,71435
VALERO ENERGY CORP,47825,VALERO REFINERY COGENERATION UNIT 1,USA,-122.1411,38.0736,4030
CHEVRON CORP,16207,RICHMOND REFINERY TG800,USA,-122.3477486,37.9357576,37278
PACIFIC GAS & ELECTRIC CO,,VACA DIXON SOLAR STATION,USA,-121.9264,38.4106,72789
CALPINE CORP,45205,DELTA ENERGY CENTER,USA,-121.8439,38.0167,10525
"GWF POWER SYSTEMS, L.P.",,NICHOLS ROAD POWER PLANT,USA,-121.987,38.0432,71438
DIABLO WIND LLC,,DIABLO WIND LLC,USA,-122.0061,38.0147,72416
UNIVERSITY OF SAN FRANCISCO,,UNIV OF SAN FRANCISCO COGEN,USA,-122.39,37.7425,71595
MIRANT POTRERO LLC,,POTRERO POWER,USA,-122.3869,37.7558,70386
BERKELEY LEASING LLC,,PE BERKELEY,USA,-122.2944,37.8686,71765
EAST BAY MUNI UTIL DIST,18868,WWTP POWER GENERATION STATION,USA,-122.2961,37.8258,32024
DYNEGY HOLDINGS INC,29410,DYNERGY OAKLAND POWER PLANT,USA,-122.2802,37.7963,32020
WASTE MANAGEMENT INC,14517,ALTAMONT GAS RECOVERY,USA,-121.6344,37.745,1135
"GWF POWER SYSTEMS, L.P.",,WILBUR WEST POWER PLANT,USA,-121.7615,38.0188,71436
KENETECH WINDPOWER INC,,ALTAMONT PASS WINDPLANT,USA,-121.6516,37.7341,71736
SOLANO COUNTY,,SOLANO COUNTY COGEN PLANT,USA,-122.0394,38.2494,71797
IBERDROLA SA,54442,SHILOH WIND PROJECT 2 LLC,USA,-121.8461,38.1711,41085
ENXCO SERVICE CORPORATION,,SACRAMENTO SOLEIL LLC,USA,-121.8294,38.4594,72697
CALPINE CORP,53794,FAIRFIELD (ANHEUSER BUSCH),USA,-122.05,38.14,72771
GILROY ENERGY CENTER FOR RIVERVIEW,,RIVERVIEW ENERGY CENTER,USA,-121.776,38.0139,72275
"ENXO WIND FARM II, INC.",,ENXCO WIND FARM V,USA,-121.8333,38.1167,71947
CALPINE CORP,59318,GOOSE HAVEN ENERGY CENTER,USA,-121.844,38.2271,61746
AES WIND GENERATION INC,,SANTA CLARA (85C),USA,-121.6647,37.7494,71700
CREED ENERGY CENTER LLC,,CREED ENERGY CENTER,USA,-121.8551,38.2419,72218
CALPINE CORP,59319,LAMBIE ENERGY CENTER,USA,-121.8683,38.2216,61747
"GWF POWER SYSTEMS, L.P.",,WILBUR EAST POWER PLANT,USA,-121.7616,38.0187,71437
INFIGEN ENERGY LTD (AUSTRALIA),55840,BUENA VISTA ENERGY LLC,USA,-121.6672,37.805,6129
NEXTERA ENERGY INC,50575,HIGH WINDS LLC,USA,-121.8053,38.1381,17705
PG&E CORP,55850,GATEWAY GENERATING STATION,USA,-121.7592,38.0167,14719
CALPINE CORP,53794,WOLFSKILL ENERGY CENTER,USA,-122.076,38.2282,50037
AMERESCO KELLER CANYON LLC,,AMERESCO KELLER CANYON,USA,-121.86,37.97,72710
SACRAMENTO MUNI UTILITY DIST,58687,SOLANO WIND,USA,-121.8653,38.1183,58713
NORTHWIND ENERGY INC,37646,NORTHWIND ENERGY,USA,-121.7272,37.8453,31696
GENON ENERGY INC,29366,CONTRA COSTA,USA,-121.761,38.0184,9273
AES CORP,12971,ALTECH,USA,-121.4322,37.7392,1149
PSEG CORP/HARBERT CORP,50023,TRACY PEAKER,USA,-121.4906,37.7107,46131
NORTHERN CALIFORNIA POWER AGNY,,COMBUSTION TURBINE PROJECT NO 2,USA,-121.3871,38.088,71178
VERESEN INC,32714,RIPON MILL,USA,-121.116,37.7325,37520
EAST BAY MUNI UTIL DIST,18867,CAMANCHE,USA,-121.0245,38.2268,6767
US DEPT OF THE INTERIOR,35661,ONEILL,USA,-121.4319,37.7389,32599
NORTHERN CALIFORNIA POWER AGNY,,LODI,USA,-121.2975,38.1562,71179
US RENEWABLES GROUP,17200,THERMAL ENERGY DEV PARTNSHP LP,USA,-121.4883,37.7149,46129
EDF GROUP,57183,PATTERSON PASS,USA,-121.5,37.5,33877
SEAWEST WINDPOWER,,ALTAMONT MIDWAY LTD,USA,-121.4322,37.7392,71574
MODESTO IRRIGATION DIST,50985,RIPON GENERATION STATION,USA,-121.116,37.7315,37519
EDF GROUP,46409,DIFWIND FARMS LTD VII,USA,-121.5253,37.7581,10824
GENERAL MILLS OPERATIONS INC,,GENERAL MILLS OPERATIONS LODI,USA,-121.2964,38.1456,71357
FPL ENERGY OPERATING SERVS INC,,PORT OF STOCKTON DISTRICT ENERGY FAC,USA,-121.3396,37.9414,71894
UNITED COGEN INC,,UNITED COGEN,USA,-122.3914,37.6322,71600
NO CALIF POWER AGENCY,27937,ALAMEDA,USA,-122.2536,37.7761,779
GAS RECOVERY SYSTEMS INC,,MARSH ROAD POWER PLANT,USA,-122.1694,37.4944,71445
GENERAL ELECTRIC CO,20787,CARDINAL COGEN,USA,-122.1759,37.4296,7103
CAESFA BOND ISSUE,,SRI INTERNATIONAL COGEN PROJECT,USA,-122.1669,37.4556,71701
AMERESCO INC,59113,AMERESCO OX MOUNTAIN,USA,-122.4,37.5,61634
CITY OF SANTA CLARA,,SANTA CLARA COGEN,USA,-121.9603,37.3919,71149
GILROY ENERGY CENTER LLC,,GILROY PEAKING ENERGY CENTER,USA,-121.5363,36.999,72251
GAS RECOVERY SYSTEMS INC,,NEWBY ISLAND I,USA,-121.9419,37.4567,71442
CALPINE GILROY COGEN LP,,GILROY POWER PLANT,USA,-121.5367,37.0001,71359
GAS RECOVERY SYSTEMS INC,,GUADALUPE POWER PLANT,USA,-121.9019,37.2147,71444
CITY OF SANTA CLARA,,GIANERA,USA,-121.9337,37.4257,71148
GAS RECOVERY SYSTEMS INC,,NEWBY ISLAND II,USA,-121.9419,37.4567,71443
SILICON VALLEY POWER,50500,DONALD VON RAESFELD POWER PLANT,USA,-121.9508,37.3767,11076
CALPINE CORP,48503,LOS ESTEROS CRITICAL ENERGY CENTER,USA,-121.9319,37.425,25849
HITACHI GLOBAL STORAGE TECHNOLOGIES,,HGST SAN JOSE STANDBY GENERATOR,USA,-121.8036,37.2514,71576
SAN JOSE STATE UNIVERSITY FCLTS DEV &OPS,,SAN JOSE COGENERATION,USA,-121.8808,37.3356,71491
GRAPHIC PACKAGING INTERNATIONAL INC,,JEFFERSON SMURFIT SANTA CLARA MILL,USA,-121.9247,37.3672,71968
CALPINE CORP,15375,AGNEWS POWER PLANT,USA,-121.9272,37.4058,406
CALPINE CORP,45543,METCALF ENERGY CENTER,USA,-121.7439,37.2169,28186
SAN JOSE/SANTA CLARA WATER P C,,SJ/SC WPCP,USA,-121.9433,37.4139,72328
CALPINE CORP,15384,KING CITY POWER PLANT,USA,-121.1278,36.225,22161
MONTEREY REGIONAL WASTE MGMT,,MARINA LANDFILL GAS,USA,-121.7686,36.7131,71531
DYNEGY HOLDINGS INC,29407,DYNEGY MOSS LANDING POWER PLANT,USA,-121.7775,36.8042,29487
AERA ENERGY LLC-SAN ARDO,,AERA SAN ARDO COGEN FACILITY,USA,-120.8522,35.9375,72125
EDISON INTERNATIONAL,19056,SARGENT CANYON COGENERATION,USA,-120.8405,35.9359,39852
MONTEREY COUNTY WTR DIST,26787,NACIMIENTO HYDRO PROJECT,USA,-120.8747,35.7919,30124
FORD MOTOR CREDIT CO,,WATSONVILLE POWER PLANT,USA,-121.7568946,36.910231,71793
EDISON INTERNATIONAL,19057,SALINAS RIVER COGENERATION,USA,-120.8679,35.9515,38861
AMERESCO SANTA CRUZ ENERGY LLC,,AMERESCO SANTA CRUZ ENERGY,USA,-121.8156,36.9178,72495
CALPINE CORP,53508,KING CITY PEAKING,USA,-121.1278,36.225,22162
SANTA CRUZ COGENERATION ASSOC,,UNIV OF CALIF SANTA CRUZ COGENERATION,USA,-122.0622,36.9997,71585
MRWPCA,,MONTEREY REGIONAL WATER COGEN FACILITY,USA,-121.7714,36.7056,72069
MERCED IRRIGATION DIST,26024,PARKER,USA,-120.4342,37.2917,33726
MODESTO IRRIGATION DISTRICT,,MCCLURE,USA,-121.0197,37.6525,70375
CITY OF STOCKTON MUD,,REGIONAL WASTEWATER CONTROL FACILITY,USA,-121.3294,37.9369,72349
MERCED POWER LLC,,MERCED POWER LLC,USA,-120.4903,37.1867,72639
CORN PRODUCTS INTL-STOCK,,CORN PRODUCTS STOCKTON PLANT,USA,-121.2614,37.9128,71840
CALIFORNIA RESOURCES AGENCY,15332,W R GIANELLI,USA,-121.0772,37.0692,15055
MODESTO IRRIGATION DIST,25318,WOODLAND,USA,-121.0172,37.6528,50080
INTERNATIONAL TURBINE RES,23224,DINOSAUR POINT,USA,-121.1708,37.0478,10867
AIR PRODUCTS MANUFACTURING CORPORATION,,STOCKTON COGEN,USA,-121.2611,37.9119,71507
PG&E CORP,29403,MERCED FALLS,USA,-120.4372,37.5192,28079
COVANTA HOLDING CORP,28758,COVANTA STANISLAUS ENERGY,USA,-121.141,37.3853,43051
TURLOCK IRRIGATION DISTRICT,,HICKMAN,USA,-120.7461,37.6219,70376
SAN FRANCISCO PUBLIC UTIL COMM,22077,R C KIRKWOOD,USA,-120.4208,37.6992,37663
TURLOCK IRRIGATION DIST,57754,WALNUT,USA,-120.9071,37.4903,53436
PG&E CORP,29432,SPRING GAP,USA,-120.0769,38.204,42726
SAN FRANCISCO PUBLIC UTIL COMM,22074,DION R HOLM,USA,-119.9688,37.8966,10871
TURLOCK IRRIGATION DISTRICT,,UPPER DAWSON,USA,-120.4706,37.6508,70418
SAN FRANCISCO PUBLIC UTIL COMM,22076,MOCCASIN,USA,-120.2989,37.8106,28865
AMPERSAND ENERGY PARTNERS LLC,56052,AMPERSAND CHOWCHILLA BIOMASS LLC,USA,-120.2489,37.1053,53142
FRIANT POWER AUTH,22737,FRIANT HYDRO FACILITY,USA,-119.6561,37.0756,14117
OAKDALE/S SAN JOAQUIN IRRIG,28662,BEARDSLEY,USA,-120.0768,38.2046,3708
