dukes_name,gppd_idnr,repd_name,capacity_mw,latitude,longitude,fuel1,owner,source,url,geolocation_source
Stonish Hill Re-submission (Bilsthorpe),GBR0003739,,10.3,53.1511,-1.0146,Wind,REG Power Management (John Laing/Peel Energy),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Stormy Down (Waste AD),GBR0004786,,3,51.5072,-3.6713,Biomass,Agrivert,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Stormy Down Solar Farm,GBR0006520,,3.8,51.512,-3.6708,Solar,Belisama Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Stornoway,GBR1000416,,24,58.2092,-6.3865,Oil,Scottish and Southern: Island Generation,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Storr Lochs,GBR1000431,,2.4,57.3,-6.25,Hydro,Scottish and Southern: Small Hydros,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Stowbridge Farm,GBR0002065,,24,52.329,0.2182,Solar,Magnetar Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Stowbridge Farm - Extension (Phase 1),GBR0002360,,10,52.331,0.2258,Solar,FC Palmer and Sons,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Stowbridge Farm - Extension (Phase 2),GBR0002218,,10,52.3336,0.2256,Solar,FC Palmer and Sons,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Stragglethorpe,GBR1000301,,4.99928,,,Solar,Lightsource,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Stragglethorpe Road farm,GBR0005654,,5,52.9264,-1.0508,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Strath of Brydock,GBR0002922,,4.6,57.6262,-2.5811,Wind,Green Cat Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Strath of Brydock - Extension,GBR0002708,,2.3,57.6262,-2.5811,Wind,Duncan Greenenergy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Strathy North,GBR0004625,,67.7,58.49,-4.0336,Wind,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Stratton Hall Solar Park,GBR0002066,,11.6,52.0088,1.2869,Solar,Stratton Hall Solar Park Limited,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Strettington Solar Farm,GBR0005487,,5,50.8571,-0.7298,Solar,Sunsave 30 (Strettington)/ Vogt solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Stripe,GBR1000040,,4.98,,,Solar,Anesco,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Striven,GBR0000397,,8,56.0093,-5.1199,Hydro,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Stronuich Power Station,GBR1000432,,0.18,,,Hydro,Scottish and Southern: Small Hydros,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Stroupster Wind Farm - additional turbine,GBR0003433,,2.3,58.5719,-3.137,Wind,Greencoat UK Wind/Bay Wa .r.e/ SunGift,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Stud Farm,GBR1000041,,2.368,,,Solar,Anesco,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
"Stud Farm, Rufford (Farm AD)",GBR0000265,,2.2,53.1583,-1.0285,Biomass,Future Biogas,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sudforth Lane (Kellingley Solar Farm),GBR0005559,,5,53.7028,-1.2009,Solar,First Renewable Developments/ Harworth Group,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Summercourt Solar Farm (Glebe Farm),GBR0001065,,1.1,50.3734,-4.9579,Solar,Solar Securities Group Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Summerlands,GBR1000302,,0.8064,,,Solar,Lightsource,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Summerston Landfill,GBR0000734,,2.8,55.9174,-4.2737,Waste,Combined Landfill Projects (CLP),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Summerway Drove,GBR0001046,,2,51.1227,-2.9657,Solar,BNRG Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sundon Landfill Site,GBR0000513,,2.6,51.9435,-0.4913,Waste,Renewable Power Generation Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sundorne,GBR1000303,,18.226,,,Solar,Lightsource,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Sundorne Grove,GBR0002158,,20,52.7349,-2.708,Solar,Elgin Energy EsCo,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sunnyside wind cluster,GBR0004514,,1,55.379,-3.9489,Wind,Sunnyside Wind Farm,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sustainable Power and Research Campus,GBR0004730,,6.5,,,Biomass,University of St Andrews,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,
Sutton Courtenay Landfill Scheme,GBR0000589,,5.6,51.6317,-1.2674,Waste,Waste Recycling Group,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sutton Courtney,GBR0000595,,6,51.6334,-1.2544,Waste,Waste Recycling Group,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sutton Grange AD Plant,GBR0000353,,3,53.3631,-0.9601,Biomass,Fred Walter & Sons Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sutton Landfill Site,GBR0000661,,3,53.1259,-1.2819,Waste,Waste Notts Ltd 3 Sidings Court White Rose Way Doncaster,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sutton Mawr Farm,GBR0001823,,7.5,51.4186,-3.327,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sutton Montis Road Solar Park / Sutton Bridge Solar Farm,GBR0002067,,5.4,51.0133,-2.5647,Solar,PS Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Swaffham 1 - Ecotech Wind Park,GBR0002556,,1.5,52.6567,0.6833,Wind,LRZ Ltd (Taken over by NOVERA),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Swaffham II,GBR1000139,,1.8,,,Wind,Ecotricity,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Swaffham Plashes II,GBR0003159,,1.8,52.6577,0.7007,Wind,Ecotricity,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Swancote Farm,GBR0005323,,1.2,52.5427,-2.3814,Biomass,Swancote Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Swancote Farm AD (Farm AD),GBR0000285,,2.2,52.5428,-2.3818,Biomass,Mr Simon Davies/Berries,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Swindon Sewerage Treatment Works,GBR0006489,,1.2,51.5679,-1.8085,Biomass,Thames Water Utilities,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Swindon Solar Park,GBR1000360,,60.89259,,,Solar,Rockfire Capital,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Swinford Wind Farm,GBR0003685,,27.5,52.4119,-1.1663,Wind,Nuon UK,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sycamore Farm,GBR0001775,,20,50.9924,0.8763,Solar,BNRG Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Symonds Farm Power Ltd (Farm AD),GBR0000237,,1.4,52.2572,0.6371,Biomass,Geo E Gittus and Son,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sytchwythy Fields,GBR0006458,,1.4,52.1008,-1.9146,Solar,AR Partners,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Sywell (England),GBR1000230,,4.99928,,,Solar,Lark Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Sywell Road,GBR0001910,,10,52.3033,-0.7775,Solar,Lark Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
THE HOLLIES SOLAR PARK - SKEGNESS,GBR0001622,,8.6,53.148,0.2348,Solar,Mr. A. Fornal,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Taff Ely Wind Farm,GBR0002776,,9,51.5694,-3.4648,Wind,Npower Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tallentire Hill,GBR0004104,,12,54.7069,-3.3595,Wind,The Renewables Infrastructure Group (TRIG),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tangy Wind Farm Extension/Tangy 2,GBR0004024,,6,55.4786,-5.5305,Wind,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tangy Wind Farm/Tangy 1,GBR0003467,,12.8,55.4953,-5.6666,Wind,Border Wind / Scottish and Southern (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Taplins Farm solar park,GBR0002312,,5.9,51.2885,-0.8835,Solar,PS Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tappaghan,GBR0003130,,19.5,54.5471,-7.6956,Wind,Greencoat UK Wind,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tappaghan Extension,GBR0004688,,9,54.5471,-7.6956,Wind,Greencoat UK Wind,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tappaghan Wind Farm,GBR1000192,,28.5,,,Wind,Greencoat UK Wind,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Tarbothill Landfill Site,GBR0000691,,2.2,57.2122,-2.0745,Waste,Waste Recycling Group,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Taunton Racecourse,GBR0001509,,1.5,50.9942,-3.0874,Solar,Green Hedge (BayWa r.e.),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tavells Lane Solar Farm,GBR0001086,,5.3,50.8941,-1.4585,Solar,Hive Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Taylor's Lane GT,GBR1000499,,144,51.5459,-0.2575,Gas,Uniper UK Limited,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,GEODB
Tedder Hill Wind cluster,GBR0003749,,7.5,53.7523,-0.0265,Wind,Ventient (formerly Infinis),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Teeside Green Energy Plant (Waste AD),GBR0000385,,4.8,54.5815,-1.2469,Biomass,B F BIO GAS LTD,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Teeside Offshore Wind Farm,GBR0002514,,62.1,54.6453,-1.0955,Wind,EDF Energy - Northern Offshore Windfarm Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Teesside,GBR1000102,,62,,,Wind,Cumbria Wind,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Teesside EfW,GBR0004925,,19.2,54.5969,-1.2583,Waste,SITA UK,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Teesside EfW (extension),GBR0004926,,10,54.5969,-1.2583,Waste,SITA UK,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Temple Normanton (England),GBR1000231,,4.89398,,,Solar,Lark Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Tengore Lane - resubmission,GBR0001903,,3,51.0428,-2.792,Solar,TGC Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Testwood Water Supply Works,GBR0006329,,1.9,50.9325,-1.4979,Solar,Southern Water Services,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thame solar farm,GBR0002068,,4.3,51.7478,-0.9348,Solar,Big 60 Million,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thameside DC,GBR0005985,,1,51.4924,0.027,Solar,Sainsbury's,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thanet,GBR1000509,,300,,,Wind,Vattenfall Wind Power,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Thanet ,GBR0002499,,300,51.4299,1.6334,Wind,Vattenfall Wind Power Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thatcham,GBR1000444,,8.7,51.4037,-1.2605,Oil,Scottish and Southern: Thermal,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
The Breck,GBR0005520,,5,53.2813,-1.3619,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Elms,GBR0002279,,10.4,52.2142,-1.4455,Solar,Foresight Solar Fund,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
"The Fall of Warness Tidal Scheme, (EMEC)",GBR0002411,,4,59.1399,-2.8057,Wave and Tidal,Tocardo/OpenHydro,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Flit,GBR0002071,,10.5,51.8046,-1.294,Solar,United Photovoltaics,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Grange,GBR0004856,,8,51.372,-2.8763,Solar,Elgin Energy EsCo,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Grange Wind Farm,GBR0003671,,14,52.7506,0.1662,Wind,RES UK & Ireland Limited,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Haven,GBR0003179,,1.2,52.129,-2.3184,Wind,Mr. Bowles,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Hollies,GBR0003186,,2.6,53.143,0.2411,Wind,Spencer farm producer/National Wind Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Kickles,GBR0002319,,5,52.0962,-0.7429,Solar,Green Energy UK Direct Ltd/ Vogt Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Leys,GBR1000042,,4.98,,,Solar,Anesco,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
The Limes Wind Turbines,GBR0003807,,1.7,53.7518,-0.2348,Wind,Countryside Solutions,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Manor of Cadland Estate,GBR0001562,,5,50.8051,-1.3603,Solar,The Manor of Cadland Estate,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Manor of Cadland Estate - extension,GBR0001669,,3,50.8095,-1.3599,Solar,Manor of Cadland,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Michelin Tyre Factory - Ballymena,GBR0003680,,4.6,54.8728,-6.1986,Wind,Ecotricity,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
"The Nurseries, Green Tye",GBR0006167,,1.2,51.8459,0.0918,Biomass,Guy & Wright,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Oaks,GBR1000043,,4.736,,,Solar,Anesco,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
The Old Airfield,GBR0002072,,5,52.6919,1.1039,Solar,Lumicity,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Rainbows Solar Farm,GBR0001876,,4,52.0702,-1.861,Solar,Innogy (previously BELECTRIC Solar),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Rosti Factory,GBR0003667,,2.2,55.7247,-3.9606,Wind,Branna Industrial & Technical Services Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Rushes,GBR1000044,,4.979,,,Solar,Anesco,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
The Sawmill,GBR0005752,,6.8,52.8404,-1.0338,Biomass,Veolia Energy Services,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
The Stables,GBR0001510,,1.8,52.5766,-1.4068,Solar,Anesco,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thetford Biomass Power Station,GBR0000004,,38.5,52.4486,0.7253,Biomass,Energy Power Resources,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thompson House Equestrian farm,GBR0004785,,5,53.5976,-2.684,Solar,Emotion Solar One,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thorfinn Wind Farm - NM1500,GBR0003120,,1.5,59.1131,-3.1438,Wind,Vestas,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thorfinn Wind Farm - NM2000,GBR0003308,,2.3,59.109,-3.1404,Wind,Vestas,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thornborough Grounds (England),GBR1000232,,4.9929,,,Solar,Lark Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Thorne Farm,GBR0004857,,5,53.6358,-0.9337,Solar,Conergy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thorne Farm,GBR0002073,,6.2,51.3386,1.3476,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thornhill,GBR1000115,,50,53.6908,-1.6291,Gas,E.On UK,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Thornog Windfarm,GBR0004053,,9.2,54.6064,-7.5596,Wind,Energia Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thornog Windfarm Extension,GBR0004081,,9.2,54.6064,-7.5596,Wind,Energia Renewables,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thornton Lane,GBR0005368,,2.7,52.6843,-1.3142,Solar,Green Hedge (BayWa r.e.),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thornton Power Station,GBR0000044,,9,53.8819,-2.9975,Biomass,TPS (UK),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Thornton Waste Recovery Park (Waste AD),GBR0000223,,1.9,53.8948,-3.0151,Biomass,Global Renewables Lancashire Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tiddiecross Solar Farm,GBR0004858,,10.5,52.7035,-2.5747,Solar,Vogt Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tiers Cross Solar Farm,GBR0002074,,24,51.7491,-5.0407,Solar,Good Energy Generation,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tievenameenta,GBR1000452,,34.5,,,Wind,Scottish and Southern: Wind,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Tievenameenta,GBR0004124,,34.5,54.705,-7.591,Wind,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tilbury Docks,GBR0003982,,12,51.4573,0.3368,Wind,Scottish Equity Partners,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tilmanstone Colliery,GBR0002075,,10,51.2098,1.2764,Solar,Ovenden Plant Hire Limited,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tiln Farm Retford (extension),GBR0005167,,1.7,53.3482,-0.9281,Solar,Pfalz Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tiln Farm solar park,GBR0002356,,8,53.3468,-0.9294,Solar,Pfalz Solar,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tir Mostyn & Foel Goch,GBR1000537,,21.25,,,Wind,Wind Prospect,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Tir Mostyn And Foel Goch Wind Farm,GBR0004689,,21.3,53.117,-3.4911,Wind,Munich Re (previously Windjen Power Ltd),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tiree,GBR1000417,,3,56.4992,-6.8692,Oil,Scottish and Southern: Island Generation,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Tirgwynt,GBR0003707,,24.6,52.6105,-3.4791,Wind,Belltown Power,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tobermory Power Station,GBR1000433,,0.28,,,Hydro,Scottish and Southern: Small Hydros,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,
Tod Hill Farm Wind Turbines,GBR0003415,,12,56.0325,-3.8621,Wind,Falkirk Tod Hill Wind Limited,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Toddleburn,GBR0003457,,27.6,55.7686,-2.8774,Wind,Scottish and Southern Energy (SSE),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Todmorden Moor  - Resubmission,GBR0004419,,12.3,53.7006,-2.159,Wind,Todmorden Moor Wind Farm Ltd,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Toggam Farm,GBR0002076,,12.5,52.4334,0.5009,Solar,Forest Heath District Council,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tollgate Farm,GBR0002232,,4.3,52.2347,-1.5442,Solar,CRE8 Energy (UK),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tonedale Farm,GBR0004994,,5,50.9798,-3.248,Solar,Capital Estate Tonedale,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tonge Corner Farm,GBR0001924,,22,51.3551,0.7808,Solar,Martifer Solar (Voltalia),UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
Tongland,GBR1000461,,33,55.0736,-4.1408,Hydro,Scottish Power: Hydro schemes - Galloway,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes,CARMA
Tooleys Farm,GBR0004859,,5.3,51.885,0.3944,Solar,Lightsource Renewable Energy,UK Renewable Energy Planning Database,https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database
