FacilityReportID,PollutantReleaseAndTransferReportID,FacilityID,NationalID,ParentCompanyName,FacilityName,StreetName,BuildingNumber,City,PostalCode,CountryCode,CountryName,Lat,Long,RBDGeoCode,RBDGeoName,NUTSRegionGeoCode,NUTSRegionGeoName,RBDSourceCode,RBDSourceName,NUTSRegionSourceCode,NUTSRegionSourceName,NACEMainEconomicActivityCode,NACEMainEconomicActivityName,MainEconomicActivityNameSource,CompetentAuthorityName,CompetentAuthorityAddressStreetName,CompetentAuthorityAddressBuildingNumber,CompetentAuthorityAddressCity,CompetentAuthorityAddressPostalCode,CompetentAuthorityAddressCountryCode,CompetentAuthorityAddressCountryName,CompetentAuthorityTelephoneCommunication,CompetentAuthorityFaxCommunication,CompetentAuthorityEmailCommunication,CompetentAuthorityContactPersonName,ProductionVolumeProductName,ProductionVolumeQuantity,ProductionVolumeUnitCode,ProductionVolumeUnitName,TotalIPPCInstallationQuantity,OperatingHours,TotalEmployeeQuantity,WebsiteCommunication,PublicInformation,ConfidentialIndicator,ConfidentialityReasonCode,ConfidentialityReasonName,ProtectVoluntaryData,RemarkText,MainIASectorCode,MainIASectorName,MainIAActivityCode,MainIAActivityName,MainIASubActivityCode,MainIASubActivityName
9487,20,140,1052,VŽrtesi Erm Rt.,VŽrtesi Erm Rt. Oroszl‡nyi Erm,KŸlterŸlet,,Oroszl‡ny,2840,HU,Hungary,47.501688,18.271041,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9488,20,141,1053,VŽrtesi Erm Rt.,VŽrtesi Erm Rt. B‡nhidai Erm,Kšrnyei œt 38,,Tatab‡nya,2800,HU,Hungary,47.573452,18.372695,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9489,20,142,1054,Tatab‡nya Erm Kft,Tatab‡nya Erm Kft.,V‡j‡r kšz 2,,Tatab‡nya,2800,HU,Hungary,47.560344,18.426762,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9490,20,143,1055,Gyri Fterm Kft.,Gyri Fterm Kft.,Kand— K‡lm‡n u. 13,,Gyr,9027,HU,Hungary,47.686125,17.66595,HU1000,Danube,HU22,West Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9493,20,158,1101,Gyri Hszolg‡ltat— Kft.,Gyri Hszolg‡ltat— Kft.,Rozgonyi u. 44,,Gyr,9028,HU,Hungary,47.682212,17.671181,HU1000,Danube,HU22,West Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9497,20,183,1502,Dorogi Erm Kft.,Dorogi Erm Kft.,Esztergomi œt 17,,Dorog,2510,HU,Hungary,47.723945,18.72642,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9500,20,281,3007,Bakonyi Erm Rt.,Bakonyi Erm Rt. Ajkai Herm,Gy‡rtelep,,Ajka,8400,HU,Hungary,47.0956,17.558444,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9511,20,468,3069,EMA-POWER Kft.,EMA-POWER Kft.,Vasm tŽr 1-3,,Dunaœjv‡ros,2400,HU,Hungary,46.944216,18.943049,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9519,20,534,4063,PannonPower Rt. PŽcsi Herm,PannonPower Rt. PŽcsi Herm,Edison u. 1,,PŽcs,7633,HU,Hungary,46.064103,18.263048,HU1000,Danube,HU23,South Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9527,20,766,5172,Kelenfšldi Erm,Kelenfšldi Erm,Budafoki œt 52,,Budapest,1117,HU,Hungary,47.463505,19.055637,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9528,20,768,5174,BERT Kispesti Erm,BERT Kispesti Erm,Nefelejcs u. 2,,Budapest,1183,HU,Hungary,47.458005,19.164244,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9529,20,770,5177,òjpesti Erm,òjpesti Erm,T— u. 7,,Budapest,1045,HU,Hungary,47.553512,19.103282,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9531,20,772,5192,Dunamenti Erm Rt.,Dunamenti Erm Rt.,Erm u. 2,,Sz‡zhalombatta,2440,HU,Hungary,47.328165,18.918461,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9538,20,856,5229,Csepeli çramtermel Kft. Csepel II. KCGT Erm,Csepeli çramtermel Kft. Csepel II. KCGT Erm,Gyepsor u. 1,,Budapest,1211,HU,Hungary,47.428174,19.051854,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9542,20,4853,7001,E.ON Energiatermel Kft.,E.ON Energiatermel Kft.,Bethlen G‡bor u. 92,,Ny’regyh‡za,4400,HU,Hungary,47.956706,21.698886,HU1000,Danube,HU32,North Great Plain,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9557,20,5688,10013,AES Tisza Erm Kft.,AES Tisza Erm Kft.,VerebŽly u. 2,,Tiszaœjv‡ros,3580,HU,Hungary,47.916826,21.075933,HU1000,Danube,HU31,North Hungaty,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9562,20,5699,10027,AES Borsodi Energetikai Kft.,AES Borsodi Energetikai Kft. Tiszaœjv‡ros,Jedlik çnyos œt,,Tiszaœjv‡ros,3580,HU,Hungary,47.904814,21.055306,HU1000,Danube,HU31,North Hungaty,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9566,20,5704,10036,AES Borsodi Energetikai Kft. Borsodi Herm,AES Borsodi Energetikai Kft. Borsodi Herm,Berente,,Kazincbarcika,3700,HU,Hungary,48.235402,20.684352,HU1000,Danube,HU31,North Hungaty,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9567,20,5791,10170,M‡trai Erm Rt. Visontai Erm,M‡trai Erm Rt. Visontai Erm,Erm 11,,Visonta,3272,HU,Hungary,47.789759,20.066722,HU1000,Danube,HU31,North Hungaty,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
9570,20,6072,11068,Debreceni Kombin‡lt Ciklusœ Erm Kft.,Debreceni Kombin‡lt Ciklusœ Erm Kft.,MikepŽrcsi œt 1,,Debrecen,4030,HU,Hungary,47.518647,21.630453,HU1000,Danube,HU32,North Great Plain,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
570,19,140,1052,VŽrtesi EršmŸ Rt /Ve Rt/,VŽrtesi Erm Rt. Oroszl‡nyi Erm,Oroszl‡ny KŸlterŸlet,,,,HU,Hungary,47.501688,18.271041,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
571,19,141,1053,VŽrtesi EršmŸ Rt /Ve Rt/,VŽrtesi Erm Rt. B‡nhidai Erm,Tatab‡nya Kšrnyei œt 38.,,,,HU,Hungary,47.573452,18.372695,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
572,19,142,1054,VŽrtesi EršmŸ Rt /Ve Rt/,VŽrtesi Erm Rt. Tatab‡nyai Erm,Tatab‡nya V‡j‡r kšz 2.,,,,HU,Hungary,47.560344,18.426762,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
575,19,158,1101,Gyšri Hšszolg‡ltato Kft,Gyrh Kft. Kšzponti telepe,Gyr Rozgonyi u. 44.,,,,HU,Hungary,47.682212,17.671181,HU1000,Danube,HU22,West Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
579,19,281,3007,Bakonyi EršmŸ RŽszvŽnyt‡rsas‡g,Bakonyi Erm Rt. Ajkai Herm,Ajka Gy‡rtelep,,,,HU,Hungary,47.0956,17.558444,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
595,19,468,3069,Ema-Power Energia Termelš ƒs Szolg‡ltato Kft,Ema-Power Kft. Erm,Dunaœjv‡ros Vasm tŽr 1-3.,,,,HU,Hungary,46.944216,18.943049,HU1000,Danube,HU21,Central Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
601,19,534,4063,"Pannonpower Energiatermel, Kereskedelmi ƒs Szolg‡ltat— RŽszvŽnyt‡rsas‡g",Pannonpower Rt.- PŽcsi Herm,PŽcs Edison u. 1.,,,,HU,Hungary,46.064103,18.263048,HU1000,Danube,HU23,South Transdanubia,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
607,19,766,5172,Budapesti EršmŸ Rt,Budapesti Erm Rt. Kelenfšldi Erm,Budapest_XI. Budafoki u. 52.,,,,HU,Hungary,47.463509,19.055641,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
608,19,767,5173,Budapesti EršmŸ Rt,Budapesti Erm Rt. Angyalfšldi Erm,Budapest_XIII. V‡ci œt 162.,,,,HU,Hungary,47.543391,19.068514,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
609,19,768,5174,Budapesti EršmŸ Rt,Budapesti Erm Rt. Kispesti Erm,Budapest_XVIII. Nefelejcs u. 2.,,,,HU,Hungary,47.458005,19.164244,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
610,19,769,5175,Budapesti EršmŸ Rt,Budapesti Erm Rt. Kb‡nyai Erm,Budapest_X. Bihari u.10/a,,,,HU,Hungary,47.479129,19.118813,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
611,19,770,5177,Budapesti EršmŸ Rt,Budapesti Erm Rt. òjpesti Erm,Budapest_IV. T— u. 7.,,,,HU,Hungary,47.553512,19.103282,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
613,19,772,5192,Dunamenti Erm RŽszvŽnyt‡rsas‡g,Dunamenti Erm Rt. †zemi TerŸlete,Sz‡zhalombatta Erm u. 2.,,,,HU,Hungary,47.328165,18.918461,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
619,19,856,5229,Csepeli çramtermel Korl‡tolt FelelssŽg T‡rsas‡g,Powergen Energia Rt. Csepel II. Kcgt Erm,Budapest XXI. Gyepsor u. 1.,,,,HU,Hungary,47.428174,19.051854,HU1000,Danube,HU10,Central Hungary,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
621,19,4853,7001,Nyiregyh‡zi EršmŸ Kft,Ny’regyh‡zi Erm Kft,Ny’regyh‡za Bethlen G‡bor u. 92.,,,,HU,Hungary,47.956706,21.698886,HU1000,Danube,HU32,North Great Plain,UNKNOWN,N/A,,,NACE_1.1:40.30,Steam and hot water supply,Steam and hot water supply,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
634,19,5688,10013,Aes-Tisza Erm Kft.,AES Tisza ErmŸ Kft.,Tiszaœjv‡ros VerebŽly u. 2.,,,,HU,Hungary,47.916826,21.075933,HU1000,Danube,HU31,North Hungaty,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
639,19,5699,10027,Aes Borsodi Energetikai Termel ƒs Szolg‡ltat— Kft,AES Borsodi Energetikai Kft Tiszapalkonyai Herm,Berente Ipari u. 7.,,,,HU,Hungary,47.905847,21.058543,HU1000,Danube,HU31,North Hungaty,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
642,19,5704,10036,Aes Borsodi Energetikai Termel ƒs Szolg‡ltat— Kft,AES Borsodi HermŸ,Tiszaœjv‡ros Jedlik çnyos œt.,,,,HU,Hungary,48.235402,20.684352,HU1000,Danube,HU31,North Hungaty,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
643,19,5791,10170,M‡trai EršmŸ Rt,M‡trai ErmŸ Rt,Visonta Erm u. 11.,,,,HU,Hungary,47.789759,20.066722,HU1000,Danube,HU31,North Hungaty,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
645,19,6072,11068,Dkce Debreceni Kombin‡lt Ciklusœ Erm Korl‡tolt FelelssŽg T‡rsas‡g,DkceDebreceni Kombin‡lt Ciklusœ Erm Kft,Debrecen MikepŽrcsi œt 1.,,,,HU,Hungary,47.518647,21.630453,HU1000,Danube,HU32,North Great Plain,UNKNOWN,N/A,,,NACE_1.1:40.11,Production of electricity,Production of electricity,Not transferred from EPER,,,,,HU,Hungary,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
666,21,7729,2155,Electricity Supply Board,Electricity Supply Board,Great Island Generating Station Campile New Ross,,,NA,IE,Ireland,52.279253,-6.992689,IESE,South Eastern,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
679,21,7932,2291,ESB Aghada,ESB Aghada,Aghada Generating Station Aghada Whitegate,,,NA,IE,Ireland,51.835774,-8.231383,IESW,South Western,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
680,21,7934,2292,Electricity Supply Board,Electricity Supply Board,Marina Generating Station Centre Park Road Cork,,,NA,IE,Ireland,51.900222,-8.446729,IESW,South Western,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
688,21,7997,2356,Electricity Supply Board,Electricity Supply Board,Tarbert Generating Station Tarbert Listowel,,,NA,IE,Ireland,52.588423,-9.36407,IEGBNISH,Shannon,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
689,21,8025,2386,Electricity Supply Board,Electricity Supply Board,Moneypoint Generating Station Kilrush County Clare,,,NA,IE,Ireland,52.606577,-9.425157,IEGBNISH,Shannon,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
699,21,8271,2621,Electricity Supply Board,Electricity Supply Board,North Wall Generating Station Alexandra Road Dublin 1,,,NA,IE,Ireland,53.350222,-6.210735,IEEA,Eastern,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
704,21,8353,2754,Electricity Supply Board,Electricity Supply Board,Poolbeg Generating Station Pigeon House Road Dublin 4,,,NA,IE,Ireland,53.339082,-6.187179,IEEA,Eastern,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
709,21,8434,2849,Electricity Supply Board,Electricity Supply Board,Bellacorick Generating Station Bellacorick Ballina,,,NA,IE,Ireland,54.120555,-9.579069,IEWE,Western,IE01,"Border, Midlands and Western",UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
768,21,9486,4306,Edenderry Power Limited,Edenderry Power Limited,Ballykilleen Edenderry County Offaly,,,NA,IE,Ireland,53.290053,-7.086033,IESE,South Eastern,IE01,"Border, Midlands and Western",UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
770,21,9506,4349,Huntstown Power Company Limited,Huntstown Power Company Limited,Huntstown Finglas Dublin 11,,,NA,IE,Ireland,53.410297,-6.32552,IEEA,Eastern,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
771,21,9512,4357,Dublin Bay Power Limited and,Dublin Bay Power Limited and,Ringsend Generating Station Pigeon House Road Dublin 4,,,NA,IE,Ireland,53.340253,-6.205147,IEEA,Eastern,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
782,21,9673,4689,Electricity Supply Board,Electricity Supply Board,Shannonbridge Generating Station Athlone County Westmeath,,,NA,IE,Ireland,53.271987,-8.039709,IEGBNISH,Shannon,IE01,"Border, Midlands and Western",UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
783,21,9675,4691,Electricity Supply Board,Electricity Supply Board,Lanesborough Generating Station Lanesborough County Longford,,,NA,IE,Ireland,53.674512,-7.987124,IEGBNISH,Shannon,IE01,"Border, Midlands and Western",UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,1,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
16125,22,7729,2155,Electricity Supply Board (Great Island),Electricity Supply Board (Great Island),"Great Island Generating Station, Campile, New Ross, County Wexford",,New Ross,N/A,IE,Ireland,52.281205,-6.991229,IESE,South Eastern,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
16141,22,7934,2292,Electricity Supply Board (Marina),Electricity Supply Board (Marina),"Marina Generating Station, Centre Park Road, Cork",,Cork,N/A,IE,Ireland,51.899918,-8.445502,IESW,South Western,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
16149,22,7997,2356,Electricity Supply Board (Tarbert),Electricity Supply Board (Tarbert),"Tarbert Generating Station, Tarbert, Listowel, County Kerry",,Tarbert,N/A,IE,Ireland,52.588444,-9.364256,IEGBNISH,Shannon,IE02,Southern and Eastern,UNKNOWN,N/A,,,NACE_1.1:40.10,Production and distribution of electricity,Production and distribution of electricity,Not transferred from EPER,,,,,IE,Ireland,0,0,,,,,,,,,,,,FALSE,,,FALSE,,EPER_1,Energy industries,EPER_1.1,Combustion installations > 50 MW,,
